transaction_id,transaction_date,store_id,product_id,customer_id,quantity,unit_price,discount_pct,gross_amount,net_amount,payment_method
TXN0023568,12/11/2024 0:00,S023,P0078,no customer id,8,117.5,0,940,940,Gcash
TXN0018166,2/16/2025 11:03,S012,P0103,LC005123,12,197.5,0,2370,2370,Gcash
TXN0036348,4/27/2025 8:41,S004,P0032,LC003669,8,27.75,0,222,222,Paymaya
TXN0023385,11/27/2025 0:00,S001,P0025,LC004419,2,55.75,0,111.5,111.5,Gcash
TXN0022211,2/17/2024 15:47,S013,P0052,LC000507,2,65.25,0,130.5,130.5,Cash
TXN0010993,2/1/2025 17:04,S013,P0054,LC004420,3,33.5,0,100.5,100.5,Gcash
TXN0021597,3/9/2024 17:16,S007,P0074,LC005125,4,46.5,5,186,176.7,Cash
TXN0032966,7/13/2025 14:22,S020,P0007,no customer id,12,29,0,348,348,Card
TXN0004140,7/14/2025 0:00,S020,P0007,no customer id,10,29,5,290,275.5,Gcash
TXN0024339,12/1/2025 12:30,S022,P0004,LC004641,6,58.75,10,352.5,317.25,Cash
TXN0043734,8/18/2024 0:00,S008,P0036,no customer id,5,53.25,0,266.25,266.25,Cash
TXN0010893,4/30/2024 11:18,S014,P0068,LC004716,1,39.5,0,39.5,39.5,Gcash
TXN0023375,9/6/2025 11:24,S002,P0061,LC002070,6,170,0,1020,1020,Cash 
TXN0048544,10/16/2025 0:00,S016,P0074,LC001650,4,46.5,0,186,186,Cash
TXN0036240,10/25/2024 0:00,S012,P0042,LC004863,6,290,0,1740,1740,G-Cash
TXN0030984,11/21/2025 21:32,S010,P0031,no customer id,2,255,5,510,484.5,Card
TXN0006493,2/22/2025 0:00,S001,P0085,LC004266,5,97.5,0,487.5,487.5,Cash
TXN0038060,10/23/2025 14:44,S014,P0020,LC001411,8,45.25,10,362,325.8,Cash 
TXN0048829,11/4/2025 15:22,S003,P0097,LC005015,1,107.5,0,107.5,107.5,Gcash
TXN0007495,10/24/2025 15:54,S012,P0118,LC001171,4,152.75,5,611,580.45,Gcash
TXN0042699,10/22/2024 19:47,S020,P0083,no customer id,2,95.5,5,191,181.45,Cash
TXN0029492,10/17/2025 0:00,S002,P0047,LC001093,6,39.25,0,235.5,235.5,Card
TXN0009263,9/16/2025 0:00,S009,P0083,LC004553,1,95.5,15,95.5,81.17,Cash
TXN0027616,12/21/2024 0:00,S024,P0099,LC003844,1,66,0,66,66,Cash 
TXN0028944,11/15/2024 13:59,S015,P0041,LC004052,2,206.5,0,413,413,Maya
TXN0016526,7/13/2024 0:00,S014,P0097,LC001025,3,107.5,0,322.5,322.5,Card
TXN0027822,11/29/2025 0:00,S004,P0117,no customer id,10,180.25,0,1802.5,1802.5,Cash 
TXN0028771,11/28/2024 10:37,S024,P0074,LC004083,6,46.5,0,279,279,Cash
TXN0017915,5/25/2024 22:52,S022,P0004,no customer id,5,58.75,5,293.75,279.06,Cash
TXN0001317,7/26/2024 9:26,S009,P0011,no customer id,1,18.5,0,18.5,18.5,Cash
TXN0023800,12/25/2025 19:48,S004,P0082,LC002461,6,34.5,5,207,196.65,Cash
TXN0035294,11/27/2025 0:00,S020,P0083,LC000032,12,95.5,0,1146,1146,Gcash
TXN0013660,8/12/2024 0:00,S016,P0071,no customer id,1,60.75,0,60.75,60.75,Cash
TXN0006947,6/19/2025 8:58,S008,P0010,LC005954,1,24.5,10,24.5,22.05,Cash
TXN0011686,7/30/2025 21:47,S009,P0004,LC003649,1,58.75,10,58.75,52.88,Cash
TXN0045072,8/26/2024 14:07,S020,P0068,no customer id,12,39.5,15,474,402.9,Cash
TXN0016645,12/7/2025 13:08,S014,P0120,LC004271,4,216.75,0,867,867,Cash 
TXN0042704,7/27/2025 0:00,S014,P0051,LC000418,4,47.5,0,190,190,Cash
TXN0035900,2/12/2025 0:00,S008,P0051,LC004953,5,47.5,0,237.5,237.5,Cash
TXN0027346,8/27/2025 7:58,S003,P0071,no customer id,2,60.75,0,121.5,121.5,Cash
TXN0017923,7/13/2025 18:49,S001,P0027,LC004646,2,41.75,10,83.5,75.15,Paymaya
TXN0023105,9/23/2024 9:30,S014,P0063,LC000495,2,129,5,258,245.1,G-Cash
TXN0048963,1/11/2025 14:09,S009,P0049,LC001047,8,82.5,5,660,627,Gcash
TXN0033597,5/23/2024 8:03,S019,P0004,LC000668,6,58.75,0,352.5,352.5,G-Cash
TXN0005976,2/2/2025 13:24,S019,P0118,LC001407,6,152.75,0,916.5,916.5,Gcash
TXN0043573,8/26/2025 0:00,S019,P0027,LC003416,10,41.75,0,417.5,417.5,G-Cash
TXN0048956,9/20/2025 0:00,S016,P0047,LC002876,6,39.25,0,235.5,235.5,Gcash
TXN0048982,3/6/2024 18:45,S012,P0029,LC005744,4,26.5,0,106,106,Cash
TXN0012898,9/12/2025 16:04,S004,P0030,LC005163,4,42.25,0,169,169,Gcash
TXN0016625,12/25/2024 17:45,S007,P0104,no customer id,4,247.25,0,989,989,Maya
TXN0041872,3/9/2024 0:00,S002,P0070,no customer id,4,111.5,0,446,446,Gcash
TXN0007318,6/21/2025 9:47,S003,P0062,LC001008,108,127.75,0,13797,13797,Cash 
TXN0002092,9/18/2025 15:58,S016,P0103,LC002044,3,197.5,20,592.5,474,Cash
TXN0009145,12/30/2024 0:00,S013,P0112,no customer id,12,278.75,0,3345,3345,Cash
TXN0025725,1/26/2025 16:37,S002,P0092,no customer id,4,176,0,704,704,Cash
TXN0017095,12/17/2025 0:00,S018,P0061,LC005643,5,170,0,850,850,Cash
TXN0042707,5/20/2025 10:45,S014,P0047,LC004003,2,39.25,10,78.5,70.65,Cash 
TXN0016749,1/29/2025 0:00,S003,P0008,LC001363,1,13,0,13,13,G-Cash
TXN0028725,1/7/2025 8:49,S001,P0069,LC000821,2,82.25,0,164.5,164.5,Cash
TXN0029485,4/5/2025 13:41,S020,P0104,LC005696,4,247.25,0,989,989,Maya
TXN0044598,3/25/2025 19:47,S012,P0105,LC001025,6,50,0,300,300,Gcash
TXN0033614,11/23/2025 15:10,S019,P0013,no customer id,6,55,15,330,280.5,Cash
TXN0041538,4/3/2025 0:00,S023,P0109,LC003095,10,225.5,20,2255,1804,Card
TXN0048750,9/7/2024 16:54,S001,P0078,LC003497,1,117.5,0,117.5,117.5,Gcash
TXN0024490,5/17/2025 0:00,S001,P0102,no customer id,2,89,10,178,160.2,Gcash
TXN0003169,8/18/2024 22:29,S016,P0073,LC004216,2,47.5,20,95,76,G-Cash
TXN0043703,6/26/2024 7:37,S021,P0039,LC005661,8,61.75,15,494,419.9,Cash
TXN0041522,12/6/2024 0:00,S010,P0112,LC002029,2,278.75,0,557.5,557.5,Gcash
TXN0008702,12/2/2024 0:00,S009,P0114,LC003144,5,235.25,0,1176.25,1176.25,Cash
TXN0000603,9/21/2025 13:58,S008,P0104,no customer id,10,247.25,5,2472.5,2348.88,Cash 
TXN0030337,1/1/2025 0:00,S016,P0037,LC002882,10,26,0,260,260,Cash
TXN0024985,8/13/2025 21:40,S010,P0017,LC004254,2,21.75,0,43.5,43.5,Gcash
TXN0018994,2/22/2024 22:38,S011,P0106,LC003817,8,257,0,2056,2056,Gcash
TXN0024896,11/10/2024 13:29,S019,P0118,LC004720,2,152.75,10,305.5,274.95,Cash 
TXN0018030,12/27/2024 0:00,S024,P0023,LC005769,1,29.75,0,29.75,29.75,Gcash
TXN0017958,12/25/2025 19:49,S004,P0098,LC003766,3,105,0,315,315,G-Cash
TXN0016347,12/16/2024 0:00,S017,P0088,no customer id,1,140,5,140,133,Cash
TXN0038958,11/20/2024 11:12,S004,P0042,LC000638,6,290,0,1740,1740,Gcash
TXN0026631,11/20/2024 0:00,S011,P0117,no customer id,1,180.25,0,180.25,180.25,Cash
TXN0049485,12/5/2024 19:58,S008,P0070,LC003143,3,111.5,0,334.5,334.5,Gcash
TXN0002975,4/21/2025 0:00,S020,P0015,LC005033,1,92,15,92,78.2,G-Cash
TXN0018051,5/17/2024 16:09,S022,P0103,no customer id,3,197.5,0,592.5,592.5,Gcash
TXN0003614,11/21/2024 12:00,S002,P0034,no customer id,2,26,0,52,52,Maya
TXN0011243,11/16/2025 16:30,S008,P0111,no customer id,2,212,0,424,424,Maya
TXN0045003,1/30/2025 11:21,S019,P0001,LC005322,10,74.75,0,747.5,747.5,Gcash
TXN0007077,11/21/2024 0:00,S006,P0030,LC003334,6,42.25,5,253.5,240.82,Card
TXN0016698,12/18/2024 11:44,S019,P0035,LC001129,6,264.75,0,1588.5,1588.5,Cash 
TXN0010209,11/22/2024 17:26,S016,P0102,LC005059,2,89,0,178,178,Cash
TXN0013082,3/2/2025 21:23,S010,P0057,LC003365,2,114.5,0,229,229,Cash
TXN0038328,6/18/2025 0:00,S014,P0006,LC003505,6,37.5,5,225,213.75,Gcash
TXN0040249,3/6/2025 0:00,S006,P0115,LC005042,1,86.25,0,86.25,86.25,Gcash
TXN0035330,11/19/2025 12:19,S019,P0033,no customer id,2,169.75,0,339.5,339.5,Cash
TXN0044035,6/11/2025 22:16,S013,P0024,LC000662,8,33.5,0,268,268,Cash 
TXN0037742,12/3/2024 0:00,S013,P0096,LC003882,5,203,0,1015,1015,Card
TXN0034020,6/27/2025 11:23,S001,P0034,no customer id,69,26,0,1794,1794,Card
TXN0002989,7/31/2025 0:00,S003,P0069,LC001417,6,82.25,0,493.5,493.5,Card
TXN0049609,9/13/2025 17:49,S019,P0032,no customer id,1,27.75,15,27.75,23.59,Credit Card
TXN0034109,3/14/2024 0:00,S008,P0068,LC002966,5,39.5,0,197.5,197.5,Card
TXN0001767,5/11/2024 0:00,S014,P0091,LC001872,8,193.25,0,1546,1546,Cash 
TXN0010368,12/9/2025 0:00,S024,P0067,LC000315,1,25,0,25,25,Gcash
TXN0016327,5/9/2024 16:10,S001,P0080,LC004226,2,124.75,0,249.5,249.5,Cash
TXN0040783,12/16/2025 22:54,S016,P0012,LC004548,12,58.25,0,699,699,Gcash
TXN0046208,8/20/2025 15:09,S016,P0016,LC000093,3,46.5,0,139.5,139.5,G-Cash
TXN0030122,7/5/2025 0:00,S002,P0096,LC004653,2,203,0,406,406,Cash
TXN0028752,11/2/2025 0:00,S016,P0012,no customer id,10,58.25,0,582.5,582.5,Gcash
TXN0016543,10/17/2024 14:22,S002,P0093,LC001697,10,218.25,5,2182.5,2073.38,Gcash
TXN0013353,3/7/2024 11:55,S011,P0017,LC005279,2,21.75,0,43.5,43.5,Cash
TXN0044626,7/23/2025 0:00,S007,P0064,LC000117,3,116.25,5,348.75,331.31,Cash
TXN0049555,1/4/2025 18:11,S006,P0050,LC004510,2,51.5,5,103,97.85,Cash
TXN0025906,11/30/2025 0:00,S001,P0084,LC004343,1,203.5,15,203.5,172.97,Cash
TXN0044575,6/2/2025 0:00,S010,P0110,no customer id,117,211.75,0,24774.75,24774.75,Gcash
TXN0009931,9/12/2024 12:27,S016,P0120,LC004339,12,216.75,0,2601,2601,Gcash
TXN0038475,6/30/2025 13:55,S012,P0027,no customer id,12,41.75,0,501,501,Cash
TXN0005958,2/7/2024 9:27,S007,P0066,LC001992,1,161.25,0,161.25,161.25,Cash 
TXN0044159,5/14/2025 17:14,S016,P0009,LC005449,1,72.75,0,72.75,72.75,Cash
TXN0023055,3/14/2024 0:00,S001,P0029,no customer id,1,26.5,0,26.5,26.5,Maya
TXN0030664,1/15/2024 19:21,S021,P0005,LC005145,3,56.75,0,170.25,170.25,Cash
TXN0029726,2/27/2025 17:23,S020,P0095,no customer id,2,127.75,15,255.5,217.17,Cash 
TXN0015019,8/1/2025 0:00,S002,P0066,LC004906,8,161.25,0,1290,1290,Cash
TXN0041377,3/6/2024 0:00,S001,P0036,LC002818,2,53.25,20,106.5,85.2,Card
TXN0014923,9/30/2025 11:27,S006,P0053,LC001593,1,63.25,0,63.25,63.25,Gcash
TXN0022798,1/12/2025 17:44,S012,P0060,LC003038,1,63.75,0,63.75,63.75,Gcash
TXN0039679,3/11/2025 17:50,S023,P0046,LC000525,8,51.5,0,412,412,Gcash
TXN0036044,8/31/2024 18:15,S019,P0094,LC000497,4,244.25,0,977,977,Cash 
TXN0041010,8/3/2025 0:00,S005,P0119,LC003380,12,354.75,15,4257,3618.45,Cash 
TXN0020405,4/23/2024 12:28,S023,P0081,LC004632,1,57.75,0,57.75,57.75,Credit Card
TXN0007912,2/14/2025 0:00,S009,P0013,LC005830,1,55,0,55,55,Gcash
TXN0049517,11/2/2024 0:00,S022,P0085,LC004350,2,97.5,0,195,195,Cash
TXN0038089,4/8/2024 0:00,S009,P0071,LC005244,1,60.75,5,60.75,57.71,Gcash
TXN0037937,12/7/2024 0:00,S021,P0019,LC000820,10,39.5,10,395,355.5,Gcash
TXN0029101,8/29/2025 0:00,S024,P0027,LC005329,6,41.75,10,250.5,225.45,Gcash
TXN0009629,10/22/2024 14:58,S015,P0024,no customer id,2,33.5,0,67,67,G-Cash
TXN0015348,9/30/2024 12:38,S015,P0053,LC004068,12,63.25,0,759,759,Gcash
TXN0041598,8/27/2025 0:00,S021,P0060,no customer id,1,63.75,0,63.75,63.75,Cash
TXN0012544,3/14/2025 7:28,S002,P0079,LC002668,4,215.25,10,861,774.9,Cash
TXN0002562,4/18/2025 0:00,S002,P0050,LC000230,3,51.5,5,154.5,146.78,Cash
TXN0037322,11/15/2024 16:21,S021,P0083,LC004372,2,95.5,0,191,191,Cash 
TXN0038707,3/3/2025 0:00,S010,P0097,LC001893,3,107.5,0,322.5,322.5,Cash 
TXN0021124,6/7/2025 10:39,S016,P0101,LC000768,4,196.75,0,787,787,Cash
TXN0019524,3/26/2025 0:00,S014,P0103,LC004561,2,197.5,0,395,395,G-Cash
TXN0030089,6/4/2024 7:30,S012,P0107,LC002295,1,45.75,20,45.75,36.6,Gcash
TXN0029637,12/24/2024 0:00,S023,P0034,LC005860,12,26,15,312,265.2,G-Cash
TXN0007765,12/12/2025 14:27,S015,P0020,LC001765,8,45.25,0,362,362,Cash
TXN0045733,4/8/2024 15:00,S007,P0040,no customer id,6,105,0,630,630,Gcash
TXN0047847,2/27/2025 0:00,S010,P0041,no customer id,6,206.5,0,1239,1239,Gcash
TXN0020334,8/12/2025 0:00,S006,P0071,LC003066,3,60.75,0,182.25,182.25,Cash
TXN0001961,8/15/2025 20:21,S019,P0068,LC000708,5,39.5,0,197.5,197.5,Gcash
TXN0049086,12/16/2024 0:00,S020,P0035,LC003421,6,264.75,0,1588.5,1588.5,Cash 
TXN0017096,2/12/2025 14:34,S016,P0081,no customer id,1,57.75,0,57.75,57.75,Maya
TXN0013205,11/30/2024 18:29,S017,P0106,LC000103,3,257,0,771,771,Gcash
TXN0022761,8/20/2024 0:00,S020,P0038,LC005152,3,73.25,0,219.75,219.75,Cash
TXN0024474,6/25/2025 17:05,S017,P0094,LC002908,3,244.25,10,732.75,659.48,Cash 
TXN0045730,11/19/2024 20:54,S011,P0050,LC004391,12,51.5,0,618,618,Gcash
TXN0013598,4/1/2024 0:00,S012,P0094,no customer id,2,244.25,5,488.5,464.07,Cash
TXN0014849,6/24/2025 12:31,S006,P0075,LC000215,2,94.25,20,188.5,150.8,Gcash
TXN0013090,7/17/2025 13:04,S006,P0073,LC004619,2,47.5,0,95,95,Cash 
TXN0049507,6/17/2025 0:00,S018,P0075,LC005950,3,94.25,5,282.75,268.61,Cash
TXN0003091,5/11/2024 17:54,S021,P0016,LC002378,2,46.5,0,93,93,Cash
TXN0017003,3/6/2025 13:25,S022,P0055,LC004922,4,56,0,224,224,Maya
TXN0033876,8/14/2025 16:18,S007,P0059,LC005462,10,55.75,0,557.5,557.5,Card
TXN0035570,8/6/2024 14:46,S017,P0078,LC004236,1,117.5,0,117.5,117.5,Gcash
TXN0013366,8/18/2025 16:19,S013,P0092,LC004924,2,176,20,352,281.6,Cash
TXN0042540,9/25/2024 0:00,S006,P0020,no customer id,1,45.25,0,45.25,45.25,Gcash
TXN0031720,7/25/2025 16:30,S024,P0048,no customer id,2,120,0,240,240,Gcash
TXN0008390,6/7/2025 13:53,S016,P0051,LC005878,3,47.5,10,142.5,128.25,Cash
TXN0011696,9/7/2024 20:14,S013,P0100,no customer id,2,190.5,0,381,381,Gcash
TXN0023168,1/3/2025 18:26,S013,P0118,LC005637,3,152.75,0,458.25,458.25,Gcash
TXN0044908,1/13/2025 16:03,S001,P0023,no customer id,6,29.75,15,178.5,151.72,Gcash
TXN0024060,7/7/2024 0:00,S023,P0070,no customer id,10,111.5,0,1115,1115,Cash
TXN0041993,7/2/2025 19:07,S015,P0030,LC005219,1,42.25,0,42.25,42.25,Maya
TXN0026659,9/16/2025 0:00,S022,P0006,LC002292,6,37.5,0,225,225,Cash
TXN0047737,11/10/2024 0:00,S020,P0068,no customer id,1,39.5,10,39.5,35.55,Cash
TXN0037053,1/30/2025 14:47,S009,P0042,LC001708,3,290,5,870,826.5,Cash
TXN0029920,1/23/2024 0:00,S023,P0013,LC003907,1,55,5,55,52.25,Card
TXN0023009,1/31/2025 13:41,S014,P0109,LC004988,1,225.5,0,225.5,225.5,Cash 
TXN0036304,3/1/2024 9:30,S014,P0120,LC000460,4,216.75,0,867,867,Gcash
TXN0011827,3/24/2025 0:00,S019,P0080,no customer id,12,124.75,0,1497,1497,Gcash
TXN0006887,8/8/2024 0:00,S015,P0105,LC002072,2,50,0,100,100,Cash
TXN0048438,12/12/2024 12:33,S022,P0009,LC000194,6,72.75,0,436.5,436.5,Gcash
TXN0034748,12/18/2025 21:23,S019,P0024,LC003346,2,33.5,10,67,60.3,Cash
TXN0029813,1/2/2024 0:00,S001,P0111,no customer id,12,212,0,2544,2544,Cash 
TXN0006732,8/5/2025 16:44,S014,P0108,LC005015,8,55.75,0,446,446,G-Cash
TXN0049996,4/30/2024 0:00,S009,P0033,no customer id,10,169.75,0,1697.5,1697.5,G-Cash
TXN0040305,12/25/2024 17:46,S003,P0037,no customer id,2,26,0,52,52,Cash
TXN0012305,1/20/2024 9:37,S018,P0045,LC001629,2,193.5,0,387,387,Gcash
TXN0014572,4/5/2025 0:00,S006,P0051,LC000310,3,47.5,0,142.5,142.5,Cash
TXN0042458,7/29/2025 14:53,S016,P0117,no customer id,1,180.25,0,180.25,180.25,Cash
TXN0015223,7/25/2025 7:55,S006,P0068,no customer id,1,39.5,0,39.5,39.5,Cash
TXN0003228,3/1/2025 0:00,S002,P0014,LC003229,5,49.75,0,248.75,248.75,Gcash
TXN0025566,5/2/2025 13:24,S017,P0074,no customer id,12,46.5,0,558,558,Gcash
TXN0000734,12/24/2025 18:32,S016,P0114,LC003891,3,235.25,10,705.75,635.18,Cash
TXN0000407,9/30/2024 17:50,S016,P0061,LC004452,1,170,10,170,153,Cash
TXN0021921,12/23/2025 0:00,S002,P0073,LC005225,2,47.5,0,95,95,Cash 
TXN0028125,8/28/2025 12:46,S013,P0009,LC000891,2,72.75,5,145.5,138.22,Gcash
TXN0009446,1/21/2024 19:24,S012,P0054,LC001526,2,33.5,5,67,63.65,Cash
TXN0047319,10/19/2025 0:00,S003,P0102,LC005530,2,89,0,178,178,Cash
TXN0014426,2/20/2024 13:35,S007,P0053,no customer id,2,63.25,0,126.5,126.5,Maya
TXN0034862,12/9/2024 15:46,S002,P0051,no customer id,6,47.5,0,285,285,Cash 
TXN0010151,6/7/2025 0:00,S002,P0086,no customer id,10,68.5,0,685,685,Gcash
TXN0007950,12/1/2024 12:17,S016,P0100,LC001975,1,190.5,0,190.5,190.5,Maya
TXN0010333,1/17/2024 15:16,S016,P0034,LC002297,2,26,0,52,52,Maya
TXN0012728,9/17/2025 0:00,S021,P0058,no customer id,6,125.25,10,751.5,676.35,Cash
TXN0035704,9/13/2025 18:11,S016,P0073,LC002999,2,47.5,0,95,95,Card
TXN0007721,5/20/2025 20:42,S014,P0037,LC000462,2,26,0,52,52,Cash
TXN0011950,12/26/2025 0:00,S006,P0027,LC001110,2,41.75,0,83.5,83.5,Card
TXN0013992,2/29/2024 7:24,S020,P0065,no customer id,2,56.25,0,112.5,112.5,Cash
TXN0002785,10/27/2024 12:22,S011,P0098,no customer id,1,105,0,105,105,Cash
TXN0033503,4/26/2024 0:00,S019,P0047,no customer id,1,39.25,0,39.25,39.25,Card
TXN0023938,4/16/2025 18:11,S001,P0008,no customer id,3,13,0,39,39,Paymaya
TXN0039913,12/13/2024 16:17,S001,P0104,LC001041,3,247.25,0,741.75,741.75,Card
TXN0029856,10/7/2025 0:00,S001,P0026,no customer id,3,26,5,78,74.1,Cash
TXN0001304,4/20/2025 0:00,S020,P0105,LC003011,5,50,0,250,250,Credit Card
TXN0023051,2/21/2025 0:00,S022,P0107,no customer id,1,45.75,0,45.75,45.75,Paymaya
TXN0023986,10/22/2024 14:56,S019,P0017,LC001399,4,21.75,10,87,78.3,G-Cash
TXN0039559,12/28/2024 0:00,S001,P0066,LC002810,1,161.25,0,161.25,161.25,Gcash
TXN0048900,11/21/2024 0:00,S003,P0074,no customer id,1,46.5,10,46.5,41.85,Gcash
TXN0004782,8/6/2025 20:40,S006,P0008,LC002419,3,13,0,39,39,Cash 
TXN0004033,4/25/2025 0:00,S019,P0090,no customer id,3,72.5,0,217.5,217.5,Gcash
TXN0040531,5/7/2024 0:00,S002,P0059,LC002264,10,55.75,5,557.5,529.62,Gcash
TXN0037978,12/19/2024 8:10,S014,P0022,LC002144,5,32.25,0,161.25,161.25,G-Cash
TXN0029868,2/15/2025 0:00,S021,P0088,no customer id,1,140,15,140,119,Card
TXN0004233,7/27/2024 0:00,S019,P0010,no customer id,2,24.5,0,49,49,Cash 
TXN0044230,1/30/2024 18:30,S001,P0043,LC000399,12,308,15,3696,3141.6,Cash 
TXN0045706,5/31/2024 0:00,S015,P0014,LC005043,3,49.75,0,149.25,149.25,Gcash
TXN0010697,8/27/2024 0:00,S023,P0002,LC005950,12,81.75,0,981,981,Card
TXN0023670,9/29/2025 19:49,S016,P0008,no customer id,4,13,0,52,52,G-Cash
TXN0010617,3/3/2025 0:00,S014,P0060,LC003759,6,63.75,0,382.5,382.5,Cash
TXN0030308,6/13/2024 0:00,S012,P0008,LC003023,1,13,10,13,11.7,Gcash
TXN0002790,12/31/2024 17:23,S021,P0068,no customer id,6,39.5,0,237,237,G-Cash
TXN0009472,10/23/2024 0:00,S012,P0015,LC002392,3,92,0,276,276,Maya
TXN0028342,9/1/2025 0:00,S019,P0083,no customer id,1,95.5,0,95.5,95.5,Gcash
TXN0026323,12/19/2024 0:00,S009,P0071,LC002811,3,60.75,0,182.25,182.25,Cash
TXN0026257,8/8/2025 0:00,S020,P0019,LC004134,12,39.5,0,474,474,Cash
TXN0018133,10/4/2024 0:00,S021,P0059,no customer id,1,55.75,0,55.75,55.75,G-Cash
TXN0043125,4/18/2024 14:12,S014,P0074,LC005269,5,46.5,5,232.5,220.88,G-Cash
TXN0038419,12/19/2024 16:11,S016,P0026,LC002861,8,26,0,208,208,Cash
TXN0048623,4/10/2025 0:00,S006,P0118,no customer id,12,152.75,0,1833,1833,Gcash
TXN0023511,12/24/2025 7:56,S006,P0071,LC004897,12,60.75,5,729,692.55,Gcash
TXN0039250,6/6/2025 18:43,S009,P0015,LC001150,8,92,5,736,699.2,Cash
TXN0049481,6/20/2025 0:00,S008,P0023,LC000715,4,29.75,0,119,119,Cash
TXN0003219,2/27/2024 15:49,S012,P0055,LC000931,1,56,0,56,56,G-Cash
TXN0039491,4/15/2024 8:05,S021,P0085,LC001375,4,97.5,15,390,331.5,Cash
TXN0017639,10/28/2025 17:33,S014,P0045,LC000398,1,193.5,15,193.5,164.47,Cash
TXN0027849,6/24/2024 20:01,S012,P0023,LC000108,3,29.75,0,89.25,89.25,Card
TXN0041582,1/31/2025 16:53,S001,P0052,LC003919,10,65.25,0,652.5,652.5,Cash
TXN0010095,12/23/2025 21:54,S007,P0099,no customer id,1,66,0,66,66,Cash
TXN0043898,7/27/2025 18:08,S020,P0102,LC005219,4,89,0,356,356,Gcash
TXN0016051,1/19/2025 7:46,S022,P0038,LC002309,6,73.25,10,439.5,395.55,Gcash
TXN0004631,10/19/2024 0:00,S020,P0061,LC001780,4,170,0,680,680,Cash
TXN0026946,10/3/2025 0:00,S017,P0015,no customer id,12,92,15,1104,938.4,Cash 
TXN0044370,8/1/2025 15:28,S001,P0102,LC003055,1,89,0,89,89,G-Cash
TXN0018997,7/28/2024 13:07,S003,P0090,LC000037,10,72.5,5,725,688.75,Cash
TXN0041048,1/11/2024 0:00,S023,P0034,LC003251,8,26,0,208,208,Cash
TXN0043741,12/26/2024 15:51,S018,P0066,no customer id,12,161.25,10,1935,1741.5,Gcash
TXN0034163,5/13/2025 20:07,S007,P0112,LC003859,5,278.75,0,1393.75,1393.75,Card
TXN0009300,6/15/2024 0:00,S012,P0048,LC005992,2,120,0,240,240,Cash
TXN0004981,6/25/2025 18:40,S007,P0021,LC005634,3,40.5,0,121.5,121.5,Credit Card
TXN0019823,8/10/2024 0:00,S020,P0100,LC002787,4,190.5,0,762,762,Gcash
TXN0006291,4/20/2025 17:19,S020,P0067,LC003812,6,25,0,150,150,Credit Card
TXN0009859,2/22/2025 0:00,S003,P0034,no customer id,3,26,0,78,78,Gcash
TXN0036807,12/25/2025 8:32,S015,P0105,no customer id,2,50,0,100,100,Cash
TXN0045688,5/18/2025 20:42,S005,P0041,LC000854,5,206.5,0,1032.5,1032.5,Cash
TXN0031577,7/15/2025 11:17,S001,P0052,LC003985,3,65.25,0,195.75,195.75,Maya
TXN0021080,9/15/2024 12:52,S010,P0016,LC002540,2,46.5,0,93,93,Cash 
TXN0001641,9/23/2025 17:16,S021,P0021,LC001380,12,40.5,0,486,486,Card
TXN0035184,9/30/2025 8:52,S015,P0039,no customer id,3,61.75,10,185.25,166.72,G-Cash
TXN0037862,12/21/2024 0:00,S012,P0117,LC001185,6,180.25,0,1081.5,1081.5,Gcash
TXN0018062,12/5/2025 13:11,S009,P0070,LC002350,3,111.5,0,334.5,334.5,Paymaya
TXN0044000,7/20/2025 0:00,S007,P0015,LC000059,12,92,0,1104,1104,Gcash
TXN0048899,6/26/2025 11:50,S022,P0006,LC000397,1,37.5,5,37.5,35.62,Cash 
TXN0047202,7/24/2025 14:39,S014,P0038,LC001594,2,73.25,0,146.5,146.5,Gcash
TXN0025443,6/19/2025 0:00,S024,P0096,LC005760,1,203,0,203,203,Cash
TXN0014308,9/15/2025 22:47,S023,P0114,LC003746,8,235.25,0,1882,1882,Cash
TXN0035795,8/21/2024 0:00,S017,P0103,LC004096,3,197.5,0,592.5,592.5,Cash 
TXN0000387,10/12/2025 0:00,S014,P0070,LC003702,2,111.5,0,223,223,Gcash
TXN0005741,12/10/2025 0:00,S001,P0103,LC005443,1,197.5,0,197.5,197.5,G-Cash
TXN0029606,7/8/2025 8:27,S010,P0050,LC004233,12,51.5,10,618,556.2,Gcash
TXN0000350,11/17/2024 20:14,S008,P0023,LC004152,6,29.75,0,178.5,178.5,Maya
TXN0018655,12/19/2025 16:06,S009,P0100,LC002707,1,190.5,5,190.5,180.97,Cash
TXN0022928,5/13/2025 15:24,S006,P0098,LC002819,1,105,20,105,84,Cash 
TXN0028768,4/4/2024 13:57,S013,P0054,LC003153,2,33.5,15,67,56.95,Cash
TXN0029728,10/7/2024 0:00,S001,P0072,LC004162,2,83.5,0,167,167,Gcash
TXN0028185,12/2/2024 0:00,S003,P0043,LC004756,6,308,0,1848,1848,Cash
TXN0025946,6/17/2025 20:38,S020,P0113,LC003485,3,380.25,15,1140.75,969.64,Gcash
TXN0007849,5/10/2024 0:00,S019,P0024,no customer id,4,33.5,0,134,134,G-Cash
TXN0011810,2/13/2024 0:00,S018,P0008,LC005303,1,13,5,13,12.35,Gcash
TXN0026558,4/21/2024 0:00,S024,P0057,no customer id,1,114.5,10,114.5,103.05,Cash
